grid_time,grid_iter,ProximalGradient_time_sopt,ProximalGradient_time_cost,ProximalGradient_iter_sopt,ProximalGradient_iter_cost,ProximalGradientScr_time_sopt,ProximalGradientScr_time_cost,ProximalGradientScr_iter_sopt,ProximalGradientScr_iter_cost,ProximalGradientRlx_time_sopt,ProximalGradientRlx_time_cost,ProximalGradientRlx_iter_sopt,ProximalGradientRlx_iter_cost,ProximalGradientScrRlx_time_sopt,ProximalGradientScrRlx_time_cost,ProximalGradientScrRlx_iter_sopt,ProximalGradientScrRlx_iter_cost
0.23101297000831603,90,3.923464169497404e-08,500000.0,1.1264635316199367e-09,500000.0,,,4.0807607293302794e-13,41390.0,,,,,,,,
0.24770763559917114,92,2.090870597756811e-08,500000.0,9.303179880626455e-10,500000.0,,,4.078413995411978e-13,41390.0,,,,,,,,
0.26560877829466867,94,1.5163344930096967e-08,500000.0,9.633049076473998e-10,500000.0,,,5.746485232105414e-13,41390.0,,,,,,,,
0.2848035868435802,96,1.1221802813515813e-08,500000.0,7.442422071679555e-10,500000.0,,,5.146291726099151e-13,41390.0,,,,,,,,
0.30538555088334157,98,6.974751304011928e-09,500000.0,6.573858886416151e-10,500000.0,,,2.972563861725064e-13,41390.0,,,,,,,,
0.32745491628777285,101,3.5229485786936188e-09,500000.0,4.998771525877022e-10,500000.0,,,1.22859361573191e-13,41390.0,,,,,,,,
0.3511191734215131,103,2.2278781357243373e-09,500000.0,4.017034534176123e-10,500000.0,,,1.3269427223683293e-13,41390.0,,,,,,,,
0.37649358067924676,105,1.7969397234085526e-09,500000.0,3.269314821641167e-10,500000.0,,,1.3634343654089775e-13,41390.0,,,,,,,,
0.4037017258596556,107,8.583512034476826e-10,500000.0,2.7715436431985377e-10,500000.0,,,1.0359560431716375e-13,41390.0,,,,,,,,
0.43287612810830595,109,4.428688048230267e-10,500000.0,2.442412733172361e-10,500000.0,,,6.516856498883783e-14,41390.0,,,,,,,,
0.464158883361278,111,3.0092714126128685e-10,500000.0,2.1798025232055983e-10,500000.0,,,4.550262944214012e-14,41390.0,,,,,,,,
0.49770235643321115,113,1.3691610664667842e-10,500000.0,1.9181445889970839e-10,500000.0,,,3.936254100445069e-14,41390.0,,,,,,,,
0.533669923120631,115,8.459880962430332e-11,500000.0,1.6427921731287932e-10,500000.0,,,3.373620827140655e-14,41390.0,,,,,,,,
0.5722367659350217,117,3.6719321611089487e-11,500000.0,1.372862311332934e-10,500000.0,,,2.6001423236721165e-14,41390.0,,,,,,,,
0.6135907273413173,119,2.3131031950951453e-11,500000.0,1.1356662388273264e-10,500000.0,,,1.9885343371939258e-14,41390.0,,,,,,,,
0.6579332246575682,121,8.112184118891363e-12,500000.0,9.486845753414741e-11,500000.0,,,1.6239232181192166e-14,41390.0,,,,,,,,
0.7054802310718645,123,4.5734897813343165e-12,500000.0,8.132477732902821e-11,500000.0,,,1.2959078254937139e-14,41390.0,,,,,,,,
0.7564633275546291,125,1.999330562219015e-12,500000.0,7.17080318735075e-11,500000.0,,,9.319905958093955e-15,41390.0,,,,,,,,
0.8111308307896873,127,7.072535612717701e-13,500000.0,6.414959979883506e-11,500000.0,,,6.646072581162343e-15,41390.0,,,,,,,,
