iter,time,pg_iter_gval,pg_iter_cost,pg_time_gval,pgs_iter_gval,pgs_iter_cost,pgs_time_gval,pgss_iter_gval,pgss_iter_cost,pgss_time_gval
35.0,0.00012650337203959038,0.005253669598992872,95500.0,48.960299920253746,0.0036775921805191633,6388.0,48.960299920253746,0.0007361120324631543,23550.0,48.960299920253746
36.0,0.00012738113231864785,0.002985610384349968,95500.0,48.960299920253746,0.002190108752014498,6072.0,48.960299920253746,0.0004032502724911069,23550.0,48.960299920253746
37.0,0.000128264983052806,0.0014629251910207586,95500.0,48.960299920253746,0.0007444523778952102,5440.0,48.960299920253746,0.00030668051326188106,23550.0,48.960299920253746
38.0,0.0001291549665014884,0.0012464031314323165,95500.0,48.960299920253746,0.0010244214854441239,5124.0,48.960299920253746,0.0003993053228796839,23550.0,48.960299920253746
39.0,0.00013005112521734084,0.0021361159510888683,95500.0,48.960299920253746,0.0012430691901973955,5124.0,48.960299920253746,0.0005534032291976132,23550.0,48.960299920253746
40.0,0.00013095350204826676,0.00338346693408198,95500.0,48.960299920253746,0.001703224273067452,5124.0,48.960299920253746,0.0006489338991642057,23550.0,48.960299920253746
41.0,0.00013186214013947485,0.004187428437994356,95500.0,48.960299920253746,0.0025510567035124565,5124.0,48.960299920253746,0.0006296797653106978,23550.0,48.960299920253746
42.0,0.0001327770829355429,0.004136480789355801,95500.0,48.960299920253746,0.003204025519230646,5124.0,48.960299920253746,0.0005105217308098986,23550.0,48.960299920253746
43.0,0.00013369837418249466,0.003311938940555592,95500.0,48.960299920253746,0.0029943842521969227,5124.0,48.960299920253746,0.00035053628809578186,23550.0,48.960299920253746
44.0,0.00013462605792989097,0.0021303716123810545,95500.0,48.960299920253746,0.0013544008295234282,5124.0,48.960299920253746,0.00021629896723851516,23550.0,48.960299920253746
45.0,0.0001355601785329369,0.0010807346741117385,95500.0,48.960299920253746,0.0008686717108949716,5124.0,48.960299920253746,0.00013170689709340877,36504.0,48.960299920253746
46.0,0.00013650078065460138,0.0004983857962628235,95500.0,48.960299920253746,0.00033127036394207563,5124.0,48.960299920253746,8.779272306469466e-06,44238.0,48.960299920253746
47.0,0.00013744790926775366,0.00047681109877117933,95500.0,48.960299920253746,0.0004036827882257826,4808.0,48.960299920253746,6.080136461163786e-07,52178.0,48.960299920253746
48.0,0.00013840160965731315,0.0008821730982688791,95500.0,48.960299920253746,0.0006436234768494542,4808.0,48.960299920253746,1.3983672427108745e-09,52178.0,48.960299920253746
49.0,0.0001393619274224142,0.0014351400764525124,95500.0,48.960299920253746,0.0008846418445215661,4808.0,48.960299920253746,1.808794581793013e-13,52178.0,48.960299920253746
50.0,0.0001403289084785873,0.001832715231621762,95500.0,48.960299920253746,0.0012548126554074695,4808.0,48.960299920253746,2.1316282072803006e-14,,48.960299920253746
51.0,0.00014130259905995336,0.0018777819401094575,95500.0,48.960299920253746,0.0002464366348518091,4808.0,48.960299920253746,,,48.960299920253746
52.0,0.0001422830457214352,0.0015635230383495013,95500.0,48.960299920253746,0.0007024980772097412,4808.0,48.960299920253746,,,48.960299920253746
53.0,0.0001432702953409831,0.001062512465232146,95500.0,48.960299920253746,0.00010904564511022553,4808.0,48.960299920253746,,,48.960299920253746
54.0,0.00014426439512181573,0.0006186797797909094,95500.0,48.960299920253746,0.0001331928508948141,4808.0,48.960299920253746,,,48.960299920253746
55.0,0.00014526539259467812,0.0004057092813809504,95500.0,48.960299920253746,6.923450664904299e-05,4808.0,48.960299920253746,,,48.960299920253746
56.0,0.000146273335620113,0.0004415160600288459,95500.0,48.960299920253746,8.082702758076805e-05,4808.0,48.960299920253746,,,48.960299920253746
57.0,0.00014728827239075018,0.0006081381994818003,95500.0,48.960299920253746,9.875455659691215e-05,4808.0,48.960299920253746,,,48.960299920253746
58.0,0.00014831025143361044,0.0007504514947456187,95500.0,48.960299920253746,0.0002487389243028563,4808.0,48.960299920253746,,,48.960299920253746
59.0,0.00014933932161242518,0.0007764660210227703,95500.0,48.960299920253746,0.00030595755300148167,4808.0,48.960299920253746,,,48.960299920253746
60.0,0.00015037553212997383,0.000693370376978919,95500.0,48.960299920253746,0.00030490563220685664,4808.0,48.960299920253746,,,48.960299920253746
61.0,0.0001514189325304352,0.0005706978652995076,95500.0,48.960299920253746,0.00013682613899964935,4808.0,48.960299920253746,,,48.960299920253746
62.0,0.00015246957270175746,0.00047481326983955796,95500.0,48.960299920253746,0.00016004651035568437,4808.0,48.960299920253746,,,48.960299920253746
63.0,0.00015352750287804228,0.00042811342454029955,95500.0,48.960299920253746,4.9364308775903985e-05,4808.0,48.960299920253746,,,48.960299920253746
64.0,0.0001545927736419477,0.0004135557441955484,95500.0,48.960299920253746,6.104542378643568e-05,4808.0,48.960299920253746,,,48.960299920253746
65.0,0.00015566543592710622,0.0004050915329614213,95500.0,48.960299920253746,0.00011562127106035183,4808.0,48.960299920253746,,,48.960299920253746
66.0,0.0001567455410205595,0.00039087996066200503,95500.0,48.960299920253746,0.0001761174773341032,4808.0,48.960299920253746,,,48.960299920253746
67.0,0.0001578331405652118,0.00037337524805991507,95500.0,48.960299920253746,9.769689285527044e-05,4808.0,48.960299920253746,,,48.960299920253746
68.0,0.0001589282865622978,0.0003558789417610342,95500.0,48.960299920253746,0.00012627395656467403,4808.0,48.960299920253746,,,48.960299920253746
69.0,0.00016003103137387001,0.00033444654071246305,95500.0,48.960299920253746,0.00011945297095205653,4808.0,48.960299920253746,,,48.960299920253746
70.0,0.000161141427725302,0.0003029409493535695,95500.0,48.960299920253746,7.698325178240663e-05,4808.0,48.960299920253746,,,48.960299920253746
71.0,0.0001622595287078087,0.000262989256626156,95500.0,48.960299920253746,5.9664417238683236e-05,4808.0,48.960299920253746,,,48.960299920253746
72.0,0.0001633853877809862,0.00022627472973368867,95500.0,48.960299920253746,0.00010946682361532614,4808.0,48.960299920253746,,,48.960299920253746
73.0,0.00016451905877536624,0.00020604450661210194,95500.0,48.960299920253746,7.179972623011136e-05,4808.0,48.960299920253746,,,48.960299920253746
74.0,0.00016566059589499135,0.00020627822323149303,95500.0,48.960299920253746,0.00010236968037124442,4808.0,48.960299920253746,,,48.960299920253746
75.0,0.0001668100537200059,0.000218813159939657,95500.0,48.960299920253746,4.652555068227164e-05,4808.0,48.960299920253746,,,48.960299920253746
76.0,0.00016796748720926532,0.0002302609636117836,95500.0,48.960299920253746,2.0659099484078707e-05,4808.0,48.960299920253746,,,48.960299920253746
77.0,0.00016913295170296487,0.00023135713218636056,95500.0,48.960299920253746,1.4148406085426298e-05,4808.0,48.960299920253746,,,48.960299920253746
78.0,0.00017030650292528443,0.00022049497318477052,95500.0,48.960299920253746,1.8856087714469867e-05,4808.0,48.960299920253746,,,48.960299920253746
79.0,0.00017148819698705392,0.00020030904769896551,95500.0,48.960299920253746,1.5220790161121963e-05,4808.0,48.960299920253746,,,48.960299920253746
80.0,0.0001726780903884356,0.00017310932337721852,95500.0,48.960299920253746,1.5010396742850448e-05,4808.0,48.960299920253746,,,48.960299920253746
81.0,0.00017387624002162505,0.00014076134191753908,95500.0,48.960299920253746,1.3792439654226334e-05,4808.0,48.960299920253746,,,48.960299920253746
82.0,0.00017508270317357253,0.00010834976164630916,95500.0,48.960299920253746,8.142533646725502e-06,4808.0,48.960299920253746,,,48.960299920253746
83.0,0.00017629753752872057,8.585399501015445e-05,95500.0,48.960299920253746,6.717030052202454e-06,4492.0,48.960299920253746,,,48.960299920253746
84.0,0.00017752080117176342,8.360446373245622e-05,95500.0,48.960299920253746,5.955428521521706e-06,4492.0,48.960299920253746,,,48.960299920253746
85.0,0.00017875255259042355,0.00010388754524370825,95500.0,48.960299920253746,7.423805091882774e-06,4492.0,48.960299920253746,,,48.960299920253746
86.0,0.00017999285067824765,0.000136028168704172,95500.0,48.960299920253746,1.2316762220733357e-05,4492.0,48.960299920253746,,,48.960299920253746
87.0,0.00018124175473742377,0.00016051459724764072,95500.0,48.960299920253746,1.1804970844813146e-05,4492.0,48.960299920253746,,,48.960299920253746
88.0,0.00018249932448161524,0.0001605266029898189,95500.0,48.960299920253746,9.954964071013013e-06,4492.0,48.960299920253746,,,48.960299920253746
89.0,0.00018376562003881704,0.00013286537412682264,95500.0,48.960299920253746,1.1668594046837094e-05,4492.0,48.960299920253746,,,48.960299920253746
90.0,0.0001850407019542302,9.025682728491802e-05,95500.0,48.960299920253746,5.7083948358457415e-06,4492.0,48.960299920253746,,,48.960299920253746
91.0,0.00018632463119315598,5.330266456837762e-05,95500.0,48.960299920253746,5.205204876613831e-06,4492.0,48.960299920253746,,,48.960299920253746
92.0,0.00018761746914391214,3.780875778858217e-05,95500.0,48.960299920253746,2.1542171985523815e-06,4176.0,48.960299920253746,,,48.960299920253746
93.0,0.00018891927762076664,4.609142947487044e-05,95500.0,48.960299920253746,3.2311370316244505e-06,4176.0,48.960299920253746,,,48.960299920253746
94.0,0.00019023011886689438,6.742960452754687e-05,95500.0,48.960299920253746,4.5814610247019525e-06,4176.0,48.960299920253746,,,48.960299920253746
95.0,0.0001915500555573528,8.62334306646062e-05,95500.0,48.960299920253746,7.140921716486037e-06,4176.0,48.960299920253746,,,48.960299920253746
96.0,0.00019287915080207777,9.173453122457431e-05,95500.0,48.960299920253746,7.830934027473322e-06,4176.0,48.960299920253746,,,48.960299920253746
97.0,0.00019421746814890265,8.3026921970486e-05,95500.0,48.960299920253746,8.036015099973237e-06,4176.0,48.960299920253746,,,48.960299920253746
98.0,0.00019556507158659492,6.72871838034439e-05,95500.0,48.960299920253746,4.863016177499198e-06,4176.0,48.960299920253746,,,48.960299920253746
99.0,0.00019692202554791714,5.3646655814532096e-05,95500.0,48.960299920253746,5.3289406562267685e-06,4176.0,48.960299920253746,,,48.960299920253746
100.0,0.00019828839491270713,4.736121415760408e-05,95500.0,48.960299920253746,4.537451938647541e-06,4176.0,48.960299920253746,,,48.960299920253746
101.0,0.00019966424501097934,4.7740979809418604e-05,95500.0,48.960299920253746,2.6975234813708708e-06,4176.0,48.960299920253746,,,48.960299920253746
102.0,0.00020104964162604992,5.021579419661748e-05,95500.0,48.960299920253746,3.7242616724366264e-06,4176.0,48.960299920253746,,,48.960299920253746
103.0,0.00020244465099768038,5.0273548794166345e-05,95500.0,48.960299920253746,3.7629355874694464e-06,4176.0,48.960299920253746,,,48.960299920253746
104.0,0.00020384933982524643,4.637302995291748e-05,95500.0,48.960299920253746,3.551923433466994e-06,4176.0,48.960299920253746,,,48.960299920253746
105.0,0.00020526377527092522,4.025345941016667e-05,95500.0,48.960299920253746,2.5983905260515607e-06,4176.0,48.960299920253746,,,48.960299920253746
106.0,0.00020668802496290822,3.5070364994282954e-05,95500.0,48.960299920253746,2.8154673090722645e-06,4176.0,48.960299920253746,,,48.960299920253746
107.0,0.00020812215699863394,3.305504774431256e-05,95500.0,48.960299920253746,3.0153241425268446e-06,4176.0,48.960299920253746,,,48.960299920253746
108.0,0.0002095662399480433,3.4279616677679314e-05,95500.0,48.960299920253746,1.7223295767422303e-06,4176.0,48.960299920253746,,,48.960299920253746
109.0,0.00021102034285685965,3.700837559961201e-05,95500.0,48.960299920253746,2.534922186056346e-06,4176.0,48.960299920253746,,,48.960299920253746
110.0,0.00021248453524988828,3.899467868961892e-05,95500.0,48.960299920253746,2.131236729142417e-06,4176.0,48.960299920253746,,,48.960299920253746
111.0,0.00021395888713434216,3.8698106521906084e-05,95500.0,48.960299920253746,3.0823616927326567e-06,4176.0,48.960299920253746,,,48.960299920253746
112.0,0.00021544346900318845,3.580200958452906e-05,95500.0,48.960299920253746,2.8475243599422287e-06,4176.0,48.960299920253746,,,48.960299920253746
113.0,0.00021693835183851843,3.1064985776652065e-05,95500.0,48.960299920253746,2.232829647619776e-06,4176.0,48.960299920253746,,,48.960299920253746
114.0,0.00021844360711494284,2.586913764446308e-05,95500.0,48.960299920253746,1.7480131806205835e-06,4176.0,48.960299920253746,,,48.960299920253746
115.0,0.0002199593068030075,2.1717535418019907e-05,95500.0,48.960299920253746,1.7809531985413695e-06,4176.0,48.960299920253746,,,48.960299920253746
116.0,0.00022148552337263592,1.9715542244114204e-05,95500.0,48.960299920253746,1.1647951931058847e-06,4176.0,48.960299920253746,,,48.960299920253746
117.0,0.00022302232979659386,2.0084335282888333e-05,95500.0,48.960299920253746,1.938570432343248e-06,4176.0,48.960299920253746,,,48.960299920253746
118.0,0.0002245697995539774,2.1957194249466738e-05,95500.0,48.960299920253746,1.2194200527916573e-06,4176.0,48.960299920253746,,,48.960299920253746
119.0,0.00022612800663372796,2.3748931120337602e-05,95500.0,48.960299920253746,2.2113385148366132e-06,4176.0,48.960299920253746,,,48.960299920253746
120.0,0.000227697025538168,2.404904250852269e-05,95500.0,48.960299920253746,1.646447376951249e-06,4176.0,48.960299920253746,,,48.960299920253746
121.0,0.00022927693128656486,2.250107092294229e-05,95500.0,48.960299920253746,1.8236158984152493e-06,4176.0,48.960299920253746,,,48.960299920253746
122.0,0.00023086779941871696,1.9992437358951065e-05,95500.0,48.960299920253746,1.9336027128411703e-06,4176.0,48.960299920253746,,,48.960299920253746
123.0,0.0002324697059985648,1.7937825411706854e-05,95500.0,48.960299920253746,1.0588742655113047e-06,4176.0,48.960299920253746,,,48.960299920253746
124.0,0.00023408272761782944,1.7173445911566887e-05,95500.0,48.960299920253746,1.453501304112418e-06,4176.0,48.960299920253746,,,48.960299920253746
125.0,0.00023570694139967278,1.734206320946896e-05,95500.0,48.960299920253746,1.1852862306706558e-06,4176.0,48.960299920253746,,,48.960299920253746
126.0,0.00023734242500238661,1.727075549950996e-05,95500.0,48.960299920253746,1.1446775121444223e-06,4176.0,48.960299920253746,,,48.960299920253746
127.0,0.00023898925662310503,1.6016061060497577e-05,95500.0,48.960299920253746,1.5853431366067006e-06,4176.0,48.960299920253746,,,48.960299920253746
128.0,0.00024064751500154242,1.369176463583699e-05,95500.0,48.960299920253746,9.708920894550626e-07,4176.0,48.960299920253746,,,48.960299920253746
129.0,0.00024231727942376007,1.1396580667621947e-05,95500.0,48.960299920253746,1.0834289141954075e-06,4176.0,48.960299920253746,,,48.960299920253746
130.0,0.00024399862972595502,1.0336558425194653e-05,95500.0,48.960299920253746,8.553975966053514e-07,4176.0,48.960299920253746,,,48.960299920253746
131.0,0.00024569164629827903,1.0898276272541807e-05,95500.0,48.960299920253746,6.172897627878632e-07,4176.0,48.960299920253746,,,48.960299920253746
132.0,0.0002473964100886814,1.2411973493442474e-05,95500.0,48.960299920253746,7.557577744582644e-07,4176.0,48.960299920253746,,,48.960299920253746
133.0,0.00024911300260677886,1.371355556045728e-05,95500.0,48.960299920253746,8.802741529956577e-07,4176.0,48.960299920253746,,,48.960299920253746
134.0,0.00025084150592775414,1.3965169614493789e-05,95500.0,48.960299920253746,1.3453791181203385e-06,4176.0,48.960299920253746,,,48.960299920253746
135.0,0.0002525820026962785,1.307872370404084e-05,95500.0,48.960299920253746,8.940906205078158e-07,4176.0,48.960299920253746,,,48.960299920253746
136.0,0.00025433457613046484,1.152892588152099e-05,95500.0,48.960299920253746,6.583620569924861e-07,4176.0,48.960299920253746,,,48.960299920253746
137.0,0.00025609931002584595,9.874101515094935e-06,95500.0,48.960299920253746,7.765956097799152e-07,4176.0,48.960299920253746,,,48.960299920253746
138.0,0.0002578762887593801,8.447015574120087e-06,95500.0,48.960299920253746,5.637506295702263e-07,4176.0,48.960299920253746,,,48.960299920253746
139.0,0.00025966559729348725,7.383888295464658e-06,95500.0,48.960299920253746,7.340159321046901e-07,4176.0,48.960299920253746,,,48.960299920253746
140.0,0.0002614673211801092,6.789970107945464e-06,95500.0,48.960299920253746,5.103327484347064e-07,4176.0,48.960299920253746,,,48.83945003687795
141.0,0.000263281546564802,6.7661490135151325e-06,95500.0,48.960299920253746,6.471582018429695e-07,4176.0,48.960299920253746,,,48.289922392317784
142.0,0.0002651083601908539,7.261977053474311e-06,95500.0,48.960299920253746,3.8125728599085275e-07,4176.0,48.960299920253746,,,47.73658177794607
143.0,0.0002669478494034321,7.969598684098855e-06,95500.0,48.960299920253746,7.839932512122391e-07,4176.0,48.960299920253746,,,47.17940173697057
144.0,0.00026880010215376074,8.449171374991238e-06,95500.0,48.960299920253746,5.094325466081154e-07,4176.0,48.960299920253746,,,46.618355629024876
145.0,0.0002706652070033241,8.41634494719301e-06,95500.0,48.960299920253746,4.6213033977500707e-07,4176.0,48.960299920253746,,,46.05341662889517
146.0,0.00027254325312810277,7.922129817927726e-06,95500.0,48.960299920253746,4.736331669484157e-07,4176.0,48.960299920253746,,,45.48455772523712
147.0,0.0002744343303228365,7.242922535510843e-06,95500.0,48.960299920253746,4.649236959532758e-07,4176.0,48.960299920253746,,,44.91175171928465
148.0,0.000276338529005317,6.589883057017687e-06,95500.0,48.960299920253746,5.953762828351319e-07,4176.0,48.960299920253746,,,44.3349712235497
149.0,0.0002782559402207126,5.9365001590094835e-06,95500.0,48.960299920253746,3.0027412542999036e-07,4176.0,48.960299920253746,,,43.754188660512206
150.0,0.00028018665564591953,5.144764266162838e-06,95500.0,48.960299920253746,4.3439494558722577e-07,4176.0,48.960299920253746,,,43.169376261302176
151.0,0.0002821307675939471,4.255268727604289e-06,95500.0,48.960299920253746,2.6443230663743903e-07,4176.0,48.960299920253746,,,42.58050606437141
152.0,0.00028408836901833043,3.6152891027541045e-06,95500.0,48.960299920253746,2.7296288183702705e-07,4176.0,48.960299920253746,,,41.987549914156844
153.0,0.0002860595535175742,3.6572446262539415e-06,95500.0,48.960299920253746,2.9368105055885e-07,4176.0,48.960299920253746,,,41.39047945973459
154.0,0.00028804441533962976,4.487057211122192e-06,95500.0,48.384926478991744,3.9729818007981454e-07,4176.0,48.960299920253746,,,40.789266153463785
155.0,0.0002900430493863992,5.6623537290079184e-06,95500.0,47.792810285371495,4.63019277858936e-07,4176.0,48.960299920253746,,,40.18388124962235
156.0,0.0002920555512182745,6.409408776164582e-06,95500.0,47.19658561569275,3.868697376033225e-07,4176.0,48.960299920253746,,,39.57429580303204
157.0,0.00029408201705870637,6.150728594889188e-06,95500.0,46.59622396275409,5.191666108525656e-07,4176.0,48.960299920253746,,,38.96048066767459
158.0,0.00029612254379880347,4.931538164498761e-06,95500.0,45.99169662155343,3.8652760376651976e-07,4176.0,48.960299920253746,,,38.34240649529856
159.0,0.00029817722900196735,3.400353079996421e-06,95500.0,45.382974687914924,2.3255987547379707e-07,4176.0,48.960299920253746,,,37.72004373401549
160.0,0.00030024617090855494,2.35778713175705e-06,95500.0,44.7700290571076,2.198487641734503e-07,4176.0,48.960299920253746,,,37.09336262688756
161.0,0.0003023294684405776,2.2260142884533707e-06,95500.0,44.152830422453285,2.006386074123742e-07,4176.0,48.960299920253746,,,36.46233321050429
162.0,0.00030442722120643025,2.828540843324845e-06,95500.0,43.531349273925485,1.6098325501130427e-07,4176.0,48.83171694133694,,,35.826925313550106
163.0,0.0003065395295056527,3.5987667672543466e-06,95500.0,42.90555589673884,2.4391698909598584e-07,4176.0,48.21934540602025,,,35.18710855536207
164.0,0.00030866649433372746,4.0054598002825514e-06,95500.0,42.27542036992767,3.9359659452291866e-07,4176.0,47.602724850293505,,,34.54285234447671
165.0,0.00031080821738690636,3.862886572392199e-06,95500.0,41.64091256491612,3.2385097978130984e-07,4176.0,46.981825791770135,,,33.89412587716797
166.0,0.000312964801067075,3.344207129885035e-06,95500.0,41.00200214407691,2.9415192246633103e-07,4176.0,46.35661854349584,,,33.24089813597383
167.0,0.00031513634848664794,2.7707144170108222e-06,95500.0,40.3586585592812,2.2451063646035232e-07,4176.0,45.72707321252953,,,32.583137888213514
168.0,0.00031732296347349763,2.386256191755365e-06,95500.0,39.710851050438244,1.2909063660310027e-07,4176.0,45.093159698514306,,,31.920813684494515
169.0,0.00031952475057592136,2.2668068311304523e-06,95500.0,39.058548644023915,2.0522403891607433e-07,4176.0,44.45484769223755,,,31.253893857208162
170.0,0.00032174181506763714,2.3607081303111954e-06,95500.0,38.40172015160066,1.9738264570202588e-07,4176.0,43.812106674182616,,,30.582346519016312
171.0,0.00032397426295281955,2.561494959252286e-06,95500.0,37.740334168325504,2.229660290077545e-07,4176.0,43.164905913068864,,,29.906139561326032
172.0,0.000326222200971167,2.743997185916669e-06,95500.0,37.07435907144891,2.0181771148503475e-07,4176.0,42.51321446438265,,,29.22524065275472
173.0,0.00032848573660300434,2.778202748743297e-06,95500.0,36.40376301880298,1.9814095526759322e-07,4176.0,41.85700116889803,,,28.539617237584512
174.0,0.00033076497807442423,2.569674656172083e-06,95500.0,35.72851394727835,2.503587412138094e-07,4176.0,41.19623465118626,,,27.84923653420499
175.0,0.0003330600343624589,2.1290453773303852e-06,95500.0,35.048579571291974,1.112313845098452e-07,4176.0,40.53088331811648,,,27.15406553354665
176.0,0.0003353710152002929,1.609324179696614e-06,95500.0,34.36392738124275,1.1624615473147674e-07,4176.0,39.86091535734446,,,26.454070997501933
177.0,0.0003376980310825091,1.2491041943007986e-06,95500.0,33.67452464195744,1.0232075132026905e-07,4176.0,39.1862987357918,,,25.749219457336274
178.0,0.0003400411932703706,1.2336554533476374e-06,95500.0,32.98033839112575,1.0312101739969556e-07,4176.0,38.50700119811468,,,25.039477212088187
179.0,0.0003424006137971426,1.5659923278121823e-06,95500.0,32.2813354377237,1.4920122565524289e-07,4176.0,37.82299026516093,,,24.32481032695724
180.0,0.0003447764054734464,2.047718503206397e-06,95500.0,31.577482360427464,1.5952676347439468e-07,4176.0,37.13423323241796,,,23.605184631682373
181.0,0.00034716868189265597,2.392244788040898e-06,95500.0,30.868745506014584,1.58579467877148e-07,4176.0,36.44069716844826,,,23.030976802722158
182.0,0.0003495775574363275,2.394728198851226e-06,95500.0,30.155090987755365,1.6159651296993866e-07,4176.0,35.74234891331524,,,22.669204661588093
183.0,0.0003520031472796679,2.0442037182988315e-06,95500.0,29.43648468379284,1.211337234211008e-07,4176.0,35.03915507699803,,,22.304922316888458
184.0,0.0003544455673970436,1.5109098328025539e-06,95500.0,28.712892235510655,1.386964563417416e-07,4176.0,34.33108203779428,,,21.93811235124567
185.0,0.000356904934567523,1.0319392629298818e-06,95500.0,27.984279045891117,6.748699409761936e-08,4176.0,33.6180959407135,,,21.56875722642961
